project,repo,function,file,outcome,reasoning,lines,Julien's classification,Julien's human expert reasoning justification,exist_in_dataset,test_to_exclude,to_extend,,,new_predictions_not_in_dataset,label,exposed
gpac,https://github.com/gpac/gpac.git,aout_th_proc,src/filters/out_audio.c,NT,"Audio output thread worker. Loops while(ctx->audio_th_state == 1) at line 185, calling WriteAudio() or gf_sleep(10) each iteration. The loop terminates only when ctx->audio_th_state is set to 2 externally by aout_finalize(). No iteration count or deadline; the function is designed to run for the lifetime of the audio output filter and exits only on external state change.",177-198,NT,Intended non termination concurrency on audio event,FALSE,FALSE,TRUE,,,,INTENDED,
gpac,https://github.com/gpac/gpac.git,th_sweep_lines,src/evg/ftgrays.c,NT,EVG rasterizer worker thread for multi-threaded surface rendering. Loops while(rctx->th_state == 1) at line 674; when not active calls gf_sema_wait(rctx->surf->raster_sem) — an infinite blocking semaphore wait with no timeout. Terminates only when th_state is set to 0 externally by gf_evg_surface_delete() and the semaphore is notified. Exit condition is entirely external; the thread is designed to run for the surface lifetime.,670-730,NT,Intended non termination concurrency semaphore,FALSE,FALSE,TRUE,,,,INTENDED,
gpac,https://github.com/gpac/gpac.git,gpac_jni_render_frame,applications/gpac_android/src/main/jni/gpac_jni.cpp,NT,"Android JNI render-frame function: while(1) calls gf_fs_run() then breaks only when gf_sc_frame_was_produced() returns GF_TRUE. The flag is set inside gf_sc_render_frame() only when a visual frame is actually emitted (compositor.c:2967,3142,3148). If no scene is loaded (compositor->scene==NULL), gf_sc_render_frame() returns early without setting the flag. On an audio-only session, EOS with no scene, or unconnected session, the loop never breaks.",453-456,TBD,*long function need more review*,FALSE,FALSE,FALSE,,,,LATENT,EXPOSED
comdb2,https://github.com/bloomberg/comdb2.git,rd_worker,net/net_evbuffer.c,NT,Per-connection network reader thread. while(1) loop with only one exit: if(net_stop) break — a global flag set by external shutdown only. Contains four Pthread_cond_wait calls with no timeout: (1) initial sync wait; (2) waiting for a new connection after reconnect; (3) waiting for enough buffered data; (4) waiting for a new connection generation after error. Conditions are signaled only by the libevent readcb() in a separate event-base thread. NT by design: blocks indefinitely until external I/O arrives or net_stop is set.,1667-1735,NT,Intended non termination concurrency,FALSE,FALSE,TRUE,,,,INTENDED,
comdb2,https://github.com/bloomberg/comdb2.git,thdpool_thd,util/thdpool.c,NT,"Generic thread-pool worker thread with a while(1) loop. When the active thread count is at or below the pool minimum (pool->minnthd), the timeout pointer ts is NULL and the code executes a plain Pthread_cond_wait(&thd->cond, &pool->mutex) with no timeout at line 767. Work is enqueued only by external callers via thdpool_enqueue(). Minimum-pool threads block indefinitely on the condvar waiting for work items; only explicit pool shutdown via pool->stopped terminates the loop.",669-866,NT,Intended non termination concurrency,FALSE,FALSE,TRUE,,,,INTENDED,
comdb2,https://github.com/bloomberg/comdb2.git,prefault_io_thread,db/prefault.c,NT,"Pre-fault I/O thread. while(1) at line 467 contains Pthread_cond_wait(&dbenv->prefaultiopool.cond, &dbenv->prefaultiopool.mutex) at line 475 with no timeout, blocking until queue items arrive (req==NULL check). The only exit is pthread_exit() inside case PFRQ_EXITTHD (line 943), reached only when an external caller enqueues a special sentinel message. Without that externally-dispatched poison, the loop runs indefinitely processing prefault I/O requests.",431-961,NT,Intended non termination concurrency,FALSE,FALSE,TRUE,,,,INTENDED,
comdb2,https://github.com/bloomberg/comdb2.git,prefault_helper_thread,db/prefault_helper.c,NT,"Pre-fault helper thread. while(1) at line 104 contains Pthread_cond_wait(&dbenv->prefault_helper.threads[i].cond, &dbenv->prefault_helper.mutex) at line 115 with no timeout. The condition is signaled only by request senders via prefault_helper_find_thread_and_dispatch. No shutdown mechanism exists; the code comment at line 198 explicitly states 'we never actually get here', confirming the loop is designed never to terminate.",56-202,NT,Intended non termination concurrency,FALSE,FALSE,TRUE,,,,INTENDED,
comdb2,https://github.com/bloomberg/comdb2.git,async_logthd,db/sqllog.c,NT,"Asynchronous SQL log writer thread. for(;;) loop containing Pthread_cond_wait(&async_writer_wait, &sql_log_lk) at line 94 with no timeout when the event list is empty. The condition is set only by async_enqueue() from other threads. The only exit is a poison message (buf==NULL, bufsz==0) enqueued by the shutdown path. Without that poison the thread waits indefinitely for log events.",79-115,NT,Intended non termination concurrency,FALSE,FALSE,TRUE,,,,INTENDED,
comdb2,https://github.com/bloomberg/comdb2.git,log_queue_consumer,bdb/log_queue_trigger.c,NT,"BDB log queue consumer thread. while(1) at line 355 contains Pthread_cond_wait(&file->queue_cd, &file->queue_lk) at line 358 with no timeout when the output queue is empty. The condition is signaled by log producers. No shutdown flag or exit mechanism is present anywhere in the function — the loop unconditionally dequeues log records, calls a callback, frees memory, and retries with no termination path.",352-378,NT,Intended non termination concurrency,FALSE,FALSE,TRUE,,,,INTENDED,
comdb2,https://github.com/bloomberg/comdb2.git,lwm_printer_thd,bdb/threads.c,NT,"Pure diagnostic/debug thread. for(;;) at line 510 has no break, return, goto, or exit anywhere in its body. The function only calls bdb_get_lsn_lwm, bdb_get_active_logical_transaction_lsns, logs debug LSN output, and polls every 50ms via poll(0,0,50). No termination condition of any kind — a pure infinite diagnostic loop that runs for the process lifetime.",500-527,NT,Intended non-termination infinite debug thread,FALSE,FALSE,TRUE,,,,INTENDED,
comdb2,https://github.com/bloomberg/comdb2.git,gethostname_fn,plugins/newsql/newsql_evbuffer.c,NT,"Hostname resolution thread for newsql evbuffer connections. while(1) at line 1272 contains Pthread_cond_wait(&gethostname_cond, &gethostname_lk) at line 1275 with no timeout when gethostname_list is empty. The condition is signaled only by gethostname_enqueue() from connection accept callbacks. No shutdown flag anywhere in the function — designed to process hostname resolution requests for the entire process lifetime.",1266-1308,NT,Intended non-termination concurrency,FALSE,FALSE,TRUE,,,,INTENDED,
comdb2,https://github.com/bloomberg/comdb2.git,wait_for_sql_query,db/sqlinterfaces.c,NT,"SQL query wait function, no-heartbeat branch. When clnt->heartbeat is zero, executes while(!clnt->done) Pthread_cond_wait(&clnt->wait_cond, &clnt->wait_mutex) at line 5050 with no timeout. clnt->done is set only by the SQL execution thread upon completion. If the SQL execution thread dies or hangs without setting clnt->done, this condvar wait blocks indefinitely with no fallback or deadline.",4978-5059,NT,Intended non termination concurrency,FALSE,FALSE,TRUE,,,,INTENDED,
comdb2,https://github.com/bloomberg/comdb2.git,bdb_wait_for_seqnum_from_n,bdb/rep.c,NT,"Replication quorum synchronization function. Loops while(num_acks < n) executing Pthread_cond_wait(&bdb_state->seqnum_info->cond, &bdb_state->seqnum_info->lock) at line 5965 with no timeout, waiting for n replication nodes to acknowledge a sequence number. The condition is signaled by incoming ACKs via the network message handler. If fewer than n nodes ever acknowledge — due to node failures or network partition — this waits forever with no deadline or retry limit.",5942-5970,NT,Intended non termination concurrency pthread_mutex_condwait,FALSE,FALSE,TRUE,,,,INTENDED,
comdb2,https://github.com/bloomberg/comdb2.git,timer_thread,db/timers.c,NT,"Timer dispatch thread. Outer loop while(!db_is_exiting()); inner loop at line 186: while(ntimers == 0) Pthread_cond_wait(&timerwait, &timerlk) with no timeout. If no timers are registered at startup, the thread blocks indefinitely on the inner condvar. The condition is signaled only when new_timer() registers a timer from an external caller. An idle system with no timers causes permanent blocking.",172-225,NT,Intended non termination infinite thread until shutdown,FALSE,FALSE,TRUE,,,,INTENDED,
comdb2,https://github.com/bloomberg/comdb2.git,accept_thd,tools/cdb2sockpool/cdb2sockpool.c,NT,"Unix domain socket accept thread for the cdb2sockpool daemon. do{accept(listenfd,...)}while(!lcl_exiting) loop. The accept() system call at line 715 blocks indefinitely with no timeout until a client connects. The loop exits only when gbl_exiting is set by an external shutdown signal. NT by design: the accept() blocks forever waiting for client connections and only the OS kill or explicit shutdown unblocks it.",700-735,UNT,Non-termination in IO with EINTR behavior,FALSE,FALSE,TRUE,,,,INTENDED,EXPOSED
bde,https://github.com/bloomberg/bde.git,bdlmt::ThreadPool::workerThread,groups/bdl/bdlmt/bdlmt_threadpool.cpp,NT,while(1) worker loop; minimum threads call d_jobCond.wait(&d_mutex) inside while(0==waitNode.d_hasJob) with no timeout — blocks indefinitely until wakeThreadIfNeeded() is called by a job-enqueueing thread. Only non-minimum threads timeout; minimum threads run for process lifetime.,290-413,NT,Expected NT while (1) thread entry point ,TRUE,FALSE,FALSE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::ThreadPool::drain,groups/bdl/bdlmt/bdlmt_threadpool.cpp,NT,Calls d_drainCond.wait(&d_mutex) inside while((d_threadCount && d_queue.size()) || d_numActiveThreads) with no timeout. Blocks indefinitely until all active threads and pending jobs complete — termination depends entirely on worker threads decrementing d_numActiveThreads to zero.,547-555,NT,Expected NT draining thread cond.wait() concurrent code,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::ThreadPool::stop,groups/bdl/bdlmt/bdlmt_threadpool.cpp,NT,Calls d_drainCond.wait(&d_mutex) inside while(d_threadCount) with no timeout after enqueuing null shutdown jobs. Blocks until every worker processes its shutdown functor and decrements d_threadCount to zero — termination depends entirely on workers exiting.,647-658,NT,Expected NT thread cond.wait() concurrent code,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::ThreadPool::shutdown,groups/bdl/bdlmt/bdlmt_threadpool.cpp,NT,Calls d_drainCond.wait(&d_mutex) inside while(d_threadCount) with no timeout. Blocks until all worker threads have processed their null shutdown functor and exited. Identical pattern to stop() — termination is fully externally controlled.,599-614,NT,Expected NT thread cond.wait() concurrent code,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::EventScheduler::dispatchEvents,groups/bdl/bdlmt/bdlmt_eventscheduler.cpp,NT,"while(1) dispatcher thread function. When both event queues are empty, calls d_queueCondition.wait(&d_mutex) with no timeout at line 254. Exits only when d_running is set to false by an external call to stop(). Without that external signal, the function loops and blocks indefinitely.",217-313,NT,Expected NT while (1) thread entry point ,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::EventScheduler::cancelAllEventsAndWait,groups/bdl/bdlmt/bdlmt_eventscheduler.cpp,NT,"Calls d_iterationCondition.wait(&d_mutex) inside while(1) with no timeout, waiting for the dispatcher thread to complete its current iteration. Blocks indefinitely until the dispatcher signals d_iterationCondition at the end of each dispatch cycle.",912-930,NT,Expected NT while (1) thread entry point ,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::EventScheduler::cancelEventAndWait,groups/bdl/bdlmt/bdlmt_eventscheduler.cpp,NT,"Two overloads (RecurringEvent: lines 932-967; Event: lines 969-999) each call d_iterationCondition.wait(&d_mutex) inside while(1) with no timeout, waiting for the dispatcher to advance past the currently executing event. Blocks until the dispatcher signals at its next iteration boundary.",932-999,NT,Expected NT while (1) wait(),TRUE,FALSE,FALSE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::EventScheduler::rescheduleEventAndWait,groups/bdl/bdlmt/bdlmt_eventscheduler.cpp,NT,"Calls d_iterationCondition.wait(&d_mutex) inside while(1) with no timeout at line 1098, waiting for the dispatcher to finish dispatching the event being rescheduled. Blocks indefinitely until the dispatcher signals at its next iteration.",1051-1103,NT,Expected NT while (1) wait(),FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,TimerEventSchedulerDispatcher::dispatchEvents,groups/bdl/bdlmt/bdlmt_timereventscheduler.cpp,NT,"while(1) dispatcher loop. When both clock and event queues have zero pending items, calls scheduler->d_condition.wait(&scheduler->d_mutex) with no timeout at line 157. Exits only when scheduler->d_running.loadRelaxed() returns false, set by external stop(). Without an external signal the function blocks and retries indefinitely.",102-292,NT,Expected NT while (1) wait(),FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::FixedThreadPool::workerThread,groups/bdl/bdlmt/bdlmt_fixedthreadpool.cpp,NT,"Thread entry point for FixedThreadPool workers. Calls d_barrier.wait() at startup synchronization (line 137) and again at drain coordination (lines 143-144). Both barrier waits are unbounded (Barrier::wait has no timeout) — they block until all N+1 participants arrive, which requires external coordination from the managing thread.",135-153,NT,Expected NT startup thread function sync,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::FixedThreadPool::start,groups/bdl/bdlmt/bdlmt_fixedthreadpool.cpp,NT,Calls d_barrier.wait() at line 294 to synchronize with all worker threads after spawning them. Blocks indefinitely until all numThreads worker threads reach their initial barrier point — termination depends on every spawned thread successfully starting.,269-297,NT,Expected NT startup thread function sync,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::MultipriorityThreadPool::worker,groups/bdl/bdlmt/bdlmt_multiprioritythreadpool.cpp,NT,"while(1) worker loop with three NT blocking paths: (1) startup condvar wait while(e_STARTING==d_threadStartState); (2) resume condvar wait while suspended; (3) d_queue.popFront(&job) which blocks indefinitely on an empty priority queue. All exits require external state transitions via stop(), resume(), or job enqueue.",76-148,NT,Expected NT while (1) wait() and 2 other reasons!,TRUE,FALSE,FALSE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::MultipriorityThreadPool::startThreads,groups/bdl/bdlmt/bdlmt_multiprioritythreadpool.cpp,NT,Calls d_allThreadsSuspendedCondition.wait(&d_mutex) or d_allThreadsStartedCondition.wait(&d_mutex) inside do-while loops with no timeout. Blocks until all worker threads have reached their respective synchronization points — termination depends on all spawned threads completing their startup or suspend sequence.,231-335,NT,Expected NT Two loops with wait(),FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::MultipriorityThreadPool::suspendProcessing,groups/bdl/bdlmt/bdlmt_multiprioritythreadpool.cpp,NT,Calls d_allThreadsSuspendedCondition.wait(&d_mutex) inside do-while(e_SUSPENDED!=d_threadSuspendState) with no timeout at line 404. Blocks until all worker threads have entered the suspended state — termination depends entirely on workers completing their current job and acknowledging the suspend request.,376-409,NT,Expected NT do { wait() while (e_SUSPENDED != dthreadSyspendState),FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::MultipriorityThreadPool::drainJobs,groups/bdl/bdlmt/bdlmt_multiprioritythreadpool.cpp,NT,"Creates a bslmt::Barrier and calls barrier.wait() at line 442. Blocks until all numThreads+1 barrier participants arrive — i.e., until every worker thread has completed its current job and reached the drain synchronization point. Barrier::wait has no timeout.",426-443,NT,Expected NT barrier.wait(),FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::MultiQueueThreadPool::drain,groups/bdl/bdlmt/bdlmt_multiqueuethreadpool.cpp,NT,"while(1) busy-spin via ThreadUtil::yield() with no local modification of d_state, d_numActiveQueues, or thread pool stats. Returns only when the pool is externally stopped or all queues drain and all pool threads become idle. Loops forever via yield() if active queues never drain and pool is never stopped.",695-726,NT,Expected NT while (1) yield(),FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::MultiQueueThreadPool::drainQueue,groups/bdl/bdlmt/bdlmt_multiqueuethreadpool.cpp,NT,"while(1) busy-spin via ThreadUtil::yield(). Exits only when iter->second->isDrained() becomes true, requiring the queue to be fully processed by external worker threads. No local variable changes toward termination — spins indefinitely if the queue is never drained.",728-750,NT,Expected NT while (1) yield(),FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::MultiQueueThreadPool::start,groups/bdl/bdlmt/bdlmt_multiqueuethreadpool.cpp,NT,while(1) spin-loop waiting for d_state to leave e_STATE_STOPPING. No local mutation of d_state inside the loop — yields via ThreadUtil::yield() indefinitely if no other thread completes shutdown and transitions state to e_STATE_STOPPED or e_STATE_RUNNING.,854-884,NT,Expected NT while (1) yield(),FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::MultiQueueThreadPool_Queue::waitWhilePausing,groups/bdl/bdlmt/bdlmt_multiqueuethreadpool.cpp,NT,"Calls d_pauseCondition.wait(&d_lock) inside while(e_PAUSING==d_runState) with no timeout at line 496. Blocks until the currently executing job finishes and the queue dispatcher calls setPaused(), which broadcasts on d_pauseCondition. Termination entirely depends on the external executing job completing.",482-501,NT,Expected NT while (state) wait();,TRUE,FALSE,FALSE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::MultiQueueThreadPool::deleteQueue,groups/bdl/bdlmt/bdlmt_multiqueuethreadpool.cpp,NT,"Synchronous overload calls latch.wait() at line 663 to wait for the queue deletion callback (deleteQueueCb) to complete. NT because Latch::wait blocks indefinitely until the latch count reaches zero, which requires worker threads to execute the deletion callback.",643-667,NT,Expected NT concurrency straight wait(),FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlmt::MultiQueueThreadPool::shutdown,groups/bdl/bdlmt/bdlmt_multiqueuethreadpool.cpp,NT,Calls latch.wait() at line 841 to wait for all pending queue deletions to complete. NT because Latch::wait blocks indefinitely until all deletion callbacks are processed by worker threads.,788-852,NT,Expected NT concurrency while (active > 0) yield();,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bslmt::Barrier::~Barrier,groups/bsl/bslmt/bslmt_barrier.cpp,NT,"Destructor spins in while(1) until d_numPending reaches zero, polling via ThreadUtil::yield(). d_numPending is decremented only by threads completing Barrier::wait() or timedWait(). If threads are still pending when the destructor runs, it loops forever waiting for them to complete.",14-25,NT,Expected NT while (1) yield(),TRUE,FALSE,FALSE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bslmt::Barrier::wait,groups/bsl/bslmt/bslmt_barrier.cpp,NT,Blocks the calling thread at a synchronization barrier. Calls d_cond.wait(&d_mutex) inside while(d_sigCount == sigCount) with no timeout at line 79. Threads that are not the last to arrive block indefinitely until the last thread broadcasts on d_cond. Termination depends on all d_numArrivals threads calling wait().,65-83,NT,Expected NT while (cond) wait(mutex),TRUE,FALSE,FALSE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bslmt::Latch::wait,groups/bsl/bslmt/bslmt_latch.cpp,NT,Calls d_cond.wait(&d_mutex) inside while(0 < d_sigCount.loadRelaxed()) with no timeout at line 97. Blocks indefinitely until external calls to countDown() reduce the latch count to zero. No deadline or fallback — the thread waits forever if countDown is never called the required number of times.,88-99,NT,Expected NT while (cond) wait(mutex),FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bslmt::Latch::arriveAndWait,groups/bsl/bslmt/bslmt_latch.cpp,NT,"Calls countDown(1) then wait(). NT by delegation to Latch::wait, which blocks indefinitely until the latch count reaches zero with no timeout.",31-34,NT,Expected NT with wait() in straight line code,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bslmt::Sluice::wait,groups/bsl/bslmt/bslmt_sluice.cpp,NT,"for(;;) loop calls g->d_sema.wait() (blocking POSIX semaphore, no timeout) at line 127, then checks d_numSignaled. Returns only when d_numSignaled > 0 via external signalOne()/signalAll(). Spurious semaphore wakeups cause the loop to retry indefinitely without an external signal.",121-153,NT,Expected NT with wait() in while (1) loop,TRUE,FALSE,FALSE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bslmt::SemaphoreImpl<PosixSemaphore>::wait,groups/bsl/bslmt/bslmt_semaphoreimpl_pthread.cpp,NT,"Calls sem_wait() in a do-while loop at line 46, retrying on EINTR. sem_wait blocks indefinitely until the semaphore count is positive. No timeout applied — the function blocks forever until an external thread calls post().",40-50,NT,Expected NT with wait() in do while (cond) loop,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bslmt::ReaderWriterLock::lockRead,groups/bsl/bslmt/bslmt_readerwriterlock.cpp,NT,"When a writer holds the lock (READ_OK flag not set), calls d_readCond.wait(&d_mutex) inside do-while(1) at line 68 with no timeout. Blocks indefinitely until the writer releases the lock and broadcasts on d_readCond.",42-72,NT,"As explained in LLM reasoning: Intended NT
BUT seems like unintended NT in the loop before that (same func) is not given in reasoning",TRUE,FALSE,FALSE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bslmt::ReaderWriterLock::lockReadReserveWrite,groups/bsl/bslmt/bslmt_readerwriterlock.cpp,NT,"When a writer is active, calls d_writeCond.wait(&d_mutex) inside while(d_signalState != e_WRITE_SIGNALED) at line 102 with no timeout. Blocks indefinitely until the previous writer unlocks and signals d_writeCond.",74-127,NT,"As explained in reasoning: Intended NT
BUT seems like unintended NT in the loop before that (same func) is not given in reasoning",FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bslmt::ReaderWriterLock::lockWrite,groups/bsl/bslmt/bslmt_readerwriterlock.cpp,NT,"When readers or other writers are active, calls d_writeCond.wait(&d_mutex) inside while(d_signalState != e_WRITE_SIGNALED) at line 150 with no timeout. Blocks indefinitely until all active readers/writers release the lock.",129-157,NT,"As explained in reasoning: Intended NT
BUT seems like unintended NT in the loop before that (same func) is not given in reasoning",TRUE,FALSE,FALSE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bslmt::ReaderWriterLock::upgradeToWriteLock,groups/bsl/bslmt/bslmt_readerwriterlock.cpp,NT,"Calls d_upgradeCond.wait(&d_mutex) at line 269 or d_writeCond.wait(&d_mutex) at line 275, each inside while loops with no timeout. Blocks indefinitely waiting for upgrade or write signal — termination depends on other readers releasing the lock.",198-288,NT,"As explained in reasoning: Intended NT
BUT seems like unintended NT in the loop before that (same func) is not given in reasoning",TRUE,FALSE,FALSE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bslmt::ReaderWriterLock::tryUpgradeToWriteLock,groups/bsl/bslmt/bslmt_readerwriterlock.cpp,NT,"Calls d_upgradeCond.wait(&d_mutex) inside while(d_signalState != e_UPGRADE_SIGNALED) at line 339 with no timeout. Blocks indefinitely until another thread signals the upgrade condition. Despite the 'try' name, when entering the blocking path the wait is unbounded.",290-351,NT,"As explained in reasoning: Intended NT
BUT unintended NT in the loop before that (same func) is not given in reasoning",TRUE,FALSE,FALSE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlcc::Queue<TYPE>::popFront,groups/bdl/bdlcc/bdlcc_queue.h,NT,Two overloads (void: lines 1013-1031; value: lines 1033-1056) both call d_notEmptyCondition.wait(&d_mutex) inside while(0==(length=d_queue.length())) with no timeout. Block indefinitely on an empty queue until a producer calls pushBack/pushFront and signals d_notEmptyCondition.,1013-1056,NT,Intended non termination concurrency: while (queue.length()) wait(mut);,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlcc::Queue<TYPE>::popBack,groups/bdl/bdlcc/bdlcc_queue.h,NT,Two overloads (void: lines 946-963; value: lines 965-988) both call d_notEmptyCondition.wait(&d_mutex) inside while(0==(length=d_queue.length())) with no timeout. Block indefinitely on an empty queue until a producer pushes an item and signals the condition.,946-988,NT,Intended non termination concurrency: while (queue.length()) wait(mut);,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlcc::Queue<TYPE>::pushBack,groups/bdl/bdlcc/bdlcc_queue.h,NT,"When the high-water mark is set and the queue is full, calls d_notFullCondition.wait(&d_mutex) inside while(d_queue.length()>=d_highWaterMark) at line 1216 with no timeout. Blocks indefinitely until consumers remove items and signal d_notFullCondition.",1209-1223,NT,Intended non termination concurrency: while (queue.length()) wait(mut);,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlcc::Queue<TYPE>::pushFront,groups/bdl/bdlcc/bdlcc_queue.h,NT,"When the high-water mark is set and the queue is full, calls d_notFullCondition.wait(&d_mutex) inside while(d_queue.length()>=d_highWaterMark) at line 1232 with no timeout. Blocks indefinitely until consumers remove items. Identical pattern to pushBack.",1225-1239,NT,Intended non termination concurrency: while (queue.length()) wait(mut);,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlcc::Deque<TYPE>::popFront,groups/bdl/bdlcc/bdlcc_deque.h,NT,Two overloads (value: lines 1930-1950; pointer: lines 1951-1974) both call d_notEmptyCondition.wait(&d_mutex) while the deque is empty with no timeout. Block indefinitely until a producer pushes an item and signals the condition.,1930-1974,NT,Intended non termination concurrency: while (queue.empty()) wait(mut);,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlcc::Deque<TYPE>::popBack,groups/bdl/bdlcc/bdlcc_deque.h,NT,Two overloads (value: lines 1883-1903; pointer: lines 1904-1928) both call d_notEmptyCondition.wait(&d_mutex) while the deque is empty with no timeout. Block indefinitely until a producer pushes an item and signals the condition.,1883-1928,NT,Intended non termination concurrency: while (queue.empty()) wait(mut);,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlcc::Deque<TYPE>::pushBack,groups/bdl/bdlcc/bdlcc_deque.h,NT,Two overloads (const& lines 1976-1990; MovableRef lines 1991-2005) call d_notFullCondition.wait(&d_mutex) while the deque is at its high-water mark with no timeout. Block indefinitely until consumers remove items and signal the not-full condition.,1976-2005,NT,Intended non termination concurrency: while (queue.length()) wait(mut);,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlcc::Deque<TYPE>::pushFront,groups/bdl/bdlcc/bdlcc_deque.h,NT,Two overloads (const& lines 2006-2020; MovableRef lines 2021-2036) call d_notFullCondition.wait(&d_mutex) while the deque is at its high-water mark with no timeout. Block indefinitely until consumers remove items and signal the not-full condition.,2006-2036,NT,Intended non termination concurrency: while (queue.size() >= mark) wait(mut);,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlcc::MultipriorityQueue<TYPE>::popFront,groups/bdl/bdlcc/bdlcc_multipriorityqueue.h,NT,"Calls tryPopFrontImpl with blockFlag=true. When queue length is zero, the implementation calls d_notEmptyCondition.wait(&d_mutex) inside while(0==d_length) with no timeout at line 796. Blocks indefinitely until a producer enqueues an item at any priority and signals the condition.",773-813,NT,Intended non termination: while (length) wait() where blocking depends on a parameter passed true -- concurrency induced,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,bdlcc::BoundedQueue<TYPE>::waitUntilEmpty,groups/bdl/bdlcc/bdlcc_boundedqueue.h,NT,"Calls d_emptyCondition.wait(&d_emptyMutex) inside a while loop at line 1392 with no timeout, waiting until the queue is empty and the pop semaphore is fully drained. Blocks indefinitely until all enqueued items are consumed by external consumer threads.",1368-1406,NT,Intended non termination: while (cond) wait(mut) -- concurrency induced,FALSE,FALSE,TRUE,,,,INTENDED,
bde,https://github.com/bloomberg/bde.git,balb::PipeControlChannel::readNamedPipe,groups/bal/balb/balb_pipecontrolchannel.cpp,NT,"while(true) reading from a Unix named pipe. The only non-error exit is when dispatchLeftoverMessage() returns true after the callback calls shutdown() to set d_backgroundState != e_RUNNING. All other code paths either return -1 on fatal error or continue (EINTR, EAGAIN, zero-byte reads). Without an external shutdown command arriving via the pipe, the function loops indefinitely.",294-398,UNT,"Non-termination -- IO EINTR case, may be fixed by using a fuel pattern",FALSE,FALSE,TRUE,,,,MANIFEST,
